reviewerID,reviewerName,reviewText,overall,summary,reviewTime,reviewWords
A1YA2BPU7CVNJD,"LBrandst129 ""Fizzy129""","Got what I needed - a basic capo for a good price.  The tension is a little tighter than I'd like, but works for me.  Covers all strings, and depresses them fully.  I don't use it often, so I can't speak to its longevity, but good for me!",4,Basic capo,"04 6, 2013",48
A14PY68SX7D5DV,Leonardo Lee,"I've played guitar for 5 years. Seen many different capos, but none that quite satisfies me as the Kyser.You really can't go wrong with this capo. It is very mobile, easily adjustable, sturdy, and durable.What's good about this capo is that you can use it as a regular 6 String capo and still turn it around to use it asa Cut capo. The transparent rubber piece does the same job.It comes in different colors also.I own the black, silver, gold, and camo Kyser capos.I also own the Cut Capo for other styles.I recommend it!All the capos I've had from Kyser are still in great conditions.Use them all the time at church and at home",5,Best capo out there!,"09 10, 2011",114
A2J4UAF6RW13WK,Michael W DeSilva,I started using Kyser capos a couple of years ago and have never looked back since. I now own several of them and have not had any problems with any of them. They work great on acoustic and electric guitars and they have survived the many children I teach lessons to even though they get treated rather rough at times. Great capos. You won't be disappointed.,5,Perfect capos,"06 19, 2013",66
AAGD3GA9ZVPLQ,mike n ike,"The handle and spring strength make this uncomfortable to place on the guitar, and I feel rushed to clamp on the capo because it's unpleasant to use - hurts the fingers. It's cheap and easy to use. It'll do the job, but I don't like it.",2,It's OK but I wish I'd bought something else.,"09 19, 2013",46
A3D0PD45BHLXFX,Mr. Practical,What's to say?  It's not a high end capo and for the price I can lose it ( like most of the other capos I have owned).  It's not a high quality capo and it does take a few adjustments to get it seated properly.,3,A reasonably decent capo that you can afford to leave somewhere,"11 3, 2013",45
A1BTNPMESS99PL,Nunya Biz,"I originally bought this for my guitar and it worked very well for that, so I tried it out on my 4 string uke and it works just as great. It's so much better than the elastic capos. So, it's doing double duty and going strong.",5,Works great for my ukulele,"05 25, 2010",46
AEN6KDJ3AJDK6,Patrick M. Waters,"This style of capo CAN throw your guitar out of tune if you don't put it on right. When used correctly though, it does it's job just fine.",5,It's a capo,"07 30, 2013",28
AOINAOO0NQRGN,Sessue,"I can only repeat what everyone else has already said: this Kyser capo is designed and built very well. It's easy to put on and adjust, and just as easy to take off. There are probably a few capos out there that are a bit flashier, but this is still pretty stylish. And the price makes it a real bargain.",5,And all together now...,"02 29, 2012",60
A26E1V45R24QVC,ccaptn,"I don't believe there is such a thing as a perfect capo, but this one is quite good.  For those with reasonably strong hands it is pretty easy to use.  It does a very good job of compressing the strings to the frets and is definitely well built.  It is as with all capos,  important to take it off when not in use so the ""rubber"" does not get grooved.  This is just good common sense.  If this lasts a couple of years I will definitely purchase another.",4,"Good, effective capo","10 15, 2010",88
A2EWLWNMF65J5X,DonJr,I bought a 12 string one in blk.  Love it for simplicity and needed it so I didn't have to keep searching for the other.  Got gold to remind me it is for six strings.,5,2nd one,"06 11, 2012",35
AQES9A9BCJ7CV,Harry Reimer,"I have used a few different capo's this is far and away my favorite. Very easy to take it off, holds the strings tight. What more can you ask for? Does what it sets out to do and its inexpensive.",5,Great Capo.,"07 1, 2010",40
AEMC16IPBZORW,H town,It does what it says. It a Kyser Quick Change capo. This capo is great for changing keys in the middle of a song or anytime you are in a hurry. Highly recommended.,5,Great capo for quick changes.,"08 9, 2009",33
A2YTKPGZXFFKVK,Janeelizabeth,"It's a capo... nice fit... yet, sometimes I wonder if it fits too tightly, as when I use it, and of course the strings are tighter, sometimes I feel that playing with this particular capo makes my strings too tight...yet, it is a capo, structured very well.",4,NICE!!!!!!!!,"04 6, 2013",47
A2FGSRTR4XFHMC,Jonah Koonce,I am very pleased with this purchase. The strings play very clearly with zero buzzing on any position between frets. I can dramatically hear and feel the difference than when I used a cheap $5 capo before. This is well worth your pay :),5,Excellent!!,"09 21, 2012",44
A1786LAQ18LHDC,J. Zwicker,My husband usese this capo almost everytine he plays his guitar. His old one lasted about 10 years. Worth the cost.,5,Good quality,"12 31, 2012",21
A27UAE2PME5TRV,kwb,"Long time Shubb user, but decided to try something different.I think I've found how lazy I am. I ended up using the Kyser more often than the Shubb because of the fact that you can put the Kyser on the peghead.Reaching my hand to an always available position on guitars (i.e. the peghead) for the Kyser turns out to be much more convenient than reaching to something that is not on the guitar and that could change according to situations, e.g. maybe just by my side on the sofa in my living room, maybe a table or the floor in some other places, for the Shubb.",5,Convenience won,"01 8, 2011",106
A1MH0P8PE6AT4P,lfeez,These Capos are wonderful. Perfect all the way around! long lasting and backed up by the company. I have three!,5,Kyser makes the best!,"11 20, 2012",20
A2IRI1NFJJJ6MZ,Mrs. Smith,Good strong spring and good strong materials.  The only improvement I would make is the clear protector that holds behind the neck.  The protector needs to be longer.  As the protector ages it slips off the end.  If it had more surface extended from end to the base where it pivots it would help.,4,Kyser capo,"03 28, 2013",54
A1VQHH85U7PX0,"MyBeesWax ""A Music Fan""","I bought this Capo for myWashburn D10. It works on my Orlando classical guitar as well. I wanted a capo that was simple to operate and wasn't too expensive - and the Kyser Quick Change Guitar Capo fits the bill nicely:[Update 7/25/10: My Orlando guitar was stolen. Boo Hoo!!!]- Easy On, Easy OffThe spring mechanism makes it easy to put the capo on or take it off.- Rubberized ClampsRubberized clamps helps prevent the Kyser from scratching or marring the neck and the frets.- ErgonomicThe arched arm with the weird-looking loopy looking thingy and the other straight arm help you to firmly grab on to them without slipping so you can easily and quickly remove or reposition the Kyser Capo.- DurableThe Kyser is made from durable aluminum.[Update 7/25/10] I've had this capo for almost 3 years and it's still working like a champ! (According to Amazon's Instant Order Update for moi, I got this capo on  November 22, 2007.)- The Same Capo Colbie Caillat Used in BubblyCheck out the music video! It's the same capo Colbie Caillat used inBubbly!---The Kyser Quick Change Guitar Capo is excellent! I don't think you can go wrong with this one!",5,Works For Me!,"06 6, 2009",195
A3V1A3C9DTLPME,"Peter Faden ""robilar5500""","I have owned several of these over the years and own a silver colored one presently. The price is right for these, and they work just fine. My only real issue is that sometimes, they will bunch or bend strings when setting them on whatever fret you're going to bar, thus producing a sound you weren't looking for. Some of the higher end capo's counter this by having screws and such rather than a spring. However, like i say, these work fine with a little care and attention to their placement on your fretboard, and are from what i can tell, the most popular model on the market.",4,They work pretty well.,"07 16, 2011",108
A2D9QW4TY8CFB0,Philip Gardner,"Easy to use capo. Good strength - holds the strings down well.. Not sure that it's as good as the G7th capo, which I still find is the best for holding the strings down evenly so that they stay in tune, but the Kyser is much cheaper and does a good job.",4,Kyser capo,"01 27, 2013",52
A16Z3HTUIYPDH8,Reviewer,"Probably the best kapo out on the market. Very high quality and a sleek look. Easy to use, what more could you want?",5,Industry Standard,"03 13, 2013",23
A3GSQE0LXPG9YF,Sean Serritella,"I use the capo for my guitar and it sounds awesome. I like to put the capo on the first fret and when I play a song I made, it sounds really really good. The capo is very easy to use as well.",5,Great product. I love the capo they made,"05 21, 2012",43
AB0XOMFCYELCK,S. Griffith,"The description says the color is gold.  It's not.  More of a greenish yellow, but does what it is intended for.  I think I would stick with the black color though.",3,Just an ok capo,"02 2, 2013",31
A3BH9XC0BVO1AG,snocyclist,"I really like my capo, the blue looks good with my light natural finish accoustic, and it works as it should. However, I feel like it deserves 4 stars simply because it could be a much more robust product. For example, I think the bottom part of the clamp should be a little longer, and rounded (the back side of a guitar neck is rounded, after all). The spring could definitely be tighter...I do rarely notice buzz from not quite being tight enough. Also, the design is fairly nice, but it's mostly aesthetic...it's not really super comfortable and easy to move around necessarily.Don't get me wrong, this is a rather good product, and it's priced about right. It just isn't a high end product/5-star perfect.",4,"Works well, looks nice, minor complaints","04 22, 2012",125
A3NKSY3I0UW3KK,this guy,The package arrived on time. This is the best capo around and works great. Does what it is supposed to do.,5,Capo,"09 30, 2012",21
A3UQS40N3PW18L,Vyrys,"works great. Just clip it on and jam out.forget the screw on type, and spend the few extra bux for this one.  you'll be happier, trust me.",5,excellent,"07 4, 2012",27
AI45J5737CUGY,wapialo,I chose the patriotic design for obvious reasons.  It is lovely.  Clear shard silk screening.  The capo itself is really good.  It is very snug on the strings.,5,Beautiful piece,"12 23, 2012",28
A18X6ZT4AEYVKB,Yeemeister,"i got pink cause nobody would steal it, and we all know how often capos get stolen from people pink is great",5,pink,"12 12, 2012",22
A3BZ9EP6SSC9MU,Yousif,"This capo is awesome, it looks and feels very nice and premium, it works on all of my guitars not much more you can ask for.",5,Nice Capo,"02 24, 2013",26
A12SSZIN555FTL,A. M. Steiner,These Martin strings (M170) aren't bad. They just are not the sound I was looking for. I ended up like the Ernie Ball Earthwood extra light instead. The Martin's are little shallow on the low end unlike the Ernie Ball. Other people will love them though. They are easy to play.,4,not my taste,"09 24, 2011",51
A2PDPIVN721PZ7,Casey D,"These are good for the average guitar player who doesn't want to much strain or pain on there fingers. Not the fullest tone, but you wouldn't expect that with extra light strings.",5,"Not the fullest tone, but you already knew that","11 9, 2013",32
A5RJ7TM82RH0I,Everanor,"I have an electro acoustic Martin (second hand but without a scratch). I got it with .13 strings and well, is simply too much. Is good to play rithyms but can't do pretty much nothing else.I have installed a set (I got 8) and it sounds really good. Not as solid as the .13 but now i have more range to do solos and go up and down much easier.Recomended",5,Sounds Perfect,"08 3, 2013",70
A2IN5BKM9IQT6Z,Henry W.,"Martin makes great sounding strings.  I decided to use Light Martin strings (.12) because they sounded louder and better, and I could play them just as easy as the lighter strings.",4,Great strings,"06 24, 2013",31
A21WZ0YAMX0NLE,Joe Labruna,Strings are not just strings. Guitar strings are another very important part of playing GREAT Guitar. And all Martin products are second to none.,5,Strings,"02 16, 2014",24
A2E2CJWPL1YMAR,Joel S Mellor,"I replaced a set of strings that were very used with these Martins.  They are, as named, very light.  They are easy on my fingers and give great tone.  Quality company, great strings, great price!",5,My fingers love these.,"12 1, 2012",35
A1AWXXBQRQN13I,Lytle3891,"I ordered a couple sets of this strings so I would have some extras for myself and my 6 year old son who is just starting out on guitar. this strings have good sound and hold a tune well. the best thing is the price is great. Like I said I am usinging these on mine and my sons guitar and my son was breaking string from playing to hard, but with these string it does not break the bank to replace them as needed.",5,great strings that don't break the bank,"06 28, 2011",85
A1IDPIC36H49JX,"PK ""PK""","The name Martin says it all & has for many,many years.Grab some extras because you will want more, Great price,great strings.",5,PK,"11 9, 2011",21
A1LI9W7A0CYOHV,Russ,"I love these strings, and use them for all of my acoustic playing. Best of all, I can find them here for $3.49 per set, so I'm not dumping a bunch of money on strings all the time. Easy to play, and they sound great.long lasting if you take care of them by wiping them down every time.",5,Best Acoustic Strings,"07 13, 2013",58
A3EIML9QZO5NZZ,Sherwin Rackal,these strings provide a warm crisp tone that makes any dreadnought guitar sound like heaven I use them all the time,5,Best product,"06 9, 2012",21
AEUG4DYQZJ64Z,W. Soh,Good strings with good sound.The Extra Light is easier on the fingers - but they sound thinner too.Go for the Light gauges for more solid sound if you can handle the pressure.,5,"Good, I like it","09 24, 2013",32
A165EMA3YTIM6A,Beach Panda,"This is my third pack; the 1st pack has been using for two months, the sounds are rich and full, and the feels are still good.  I broke the high E on the 1st attempt of restringing, and luckily I had bought 2 packs at the same time.  So, I want to keep a completed pack for back up.  I have been fingerpacking for quite long time recently, sometime, i will practice for 4-5 hours+ until i'm tired for the session.  I have used light steel strings on my acoustic, but these ones are easier for fingers even just tiny lighter.",4,My Third Pack,"03 22, 2012",101
A3M4FU3WQWJHMP,Joehorse,These are okay strings for the Folk Guitar.............nothing special but the price isn't out of the world either. Good buy for the money. Tried them on a Gibson J50 and they seem to do good.,4,Okay Strings for folk guitar,"09 1, 2013",35
A34G1GTMQGEDUN,"Johanna Livingstone ""Honest Reviewer""","I am yet another one of those ""Forever Beginners"" when it comes to playing the guitar. Never mind that...these guitar strings made second hand guitar sound so much better! After putting in new pegs and re-stringing with these strings...it sounds so much nicer! More richer! Now I see I need to replace the saddle and bridge on it as the pegs keep coming loose. I think that once I do this and then re-string these same strings on it...I will be set to go!I like that these strings are light as due to not having had much practice for a number of years...let's face it...my fingers get sore when playing! I also have small fingers and hands.I intend to continue purchasing these same strings for future use.I recommend!",5,Love these guitar strings!,"03 25, 2013",128
AQDHNCD25PFE6,Larry,"I restrung my Martin 0-16NY with these strings and found them to be excellent.  As a new guitarist,the light strings were very easy on my sensitive finger tips and have a very warm and rich sound.",5,Very Impressive product!,"01 11, 2012",36
AN73VQ17FZVJ8,MJK,"Even though these are folk strings, I put them on my 35 year old dread and they sound really good.I hope they last longer than some of the reviews indicate.I also wipe them down after playing to minimize tarnishing.So far so good",5,Sound good on a Dread too.,"09 16, 2013",42
A1IDPIC36H49JX,"PK ""PK""","Great,great sound. The sound of these strings is different than any other strings you could get. They also teach a guitar player to use a lighter touch while playing to produce beautiful sounds. Well worth it.",5,PK,"11 9, 2011",36
A3ADSZR7QAQ5U,rshirley10,the string work well but did not give the mellow sound on my guitar that I was looking for. The shipping was quick and the strings were recieved in good order.,3,Silk and steel strings,"12 8, 2013",31
AZBUUKQLYKUCL,"Techie ""Techie""","I love these strings.  I bought a set awhile back for my Ovation, but never used them.  Then I came into possession of an old Yamaha acoustic guitar which was pretty beat up and needed new strings.  I put these suckers on there and wow was I impressed.  Even that old beater guitar sounded great and played easily with these strings.  So... I bought another set for the Ovation this time!",4,Sound great!,"03 27, 2014",71
A22SZV0N4O2FQM,"Amazon Customer ""remo""",I bought this pick holder because I hate putting a pick between my strings to hold it and because you can't play with a pick in your strings. I originally thought this thing would be kind of large and go all the way across the headstock. Boy was I wrong. The picture is misleading.  This thing is tiny and barely goes across three string. It wedges under neath two strings and you can put two picks (maybe more if they are thin) into the wedges on top. Stays in place well and is very convenient.Only negative is I don't know how long it will hold up. I think maybe a thicker rubber rather than this foam rubber would have held up better. I can see this thing eventually losing tension in the pick holder wedges and dropping picks.,4,Nice little pick holder,"11 4, 2010",138
A1QE7VZE507TO7,"Brian Hogan ""Dog person""",I really like these things.  I don't stick tape and stuff to guitar body which if they do make a double sided tape similar to post it notes might be a good idea.  Bought a few while back and just bought a few more.  If you drop a pick there is another right there.  Have fun.,5,this is second batch i ordered,"08 19, 2013",56
AOCBJFQ7UPEOJ,brien patterson,I love the idea that you don't need a pocket in your strap or elsewhere to store your pick. Further it will not add something else to find/loose in my pants pocket.,4,Love the concept,"08 19, 2013",32
AH0XON4XDOF2C,christopher Lamothe,it's good but think its a bit expensive for just one they should give you two for that price or lower the price,2,ok pick holder,"01 25, 2014",23
ALV33FTOC032I,frank arcidiacona,"Doe's not stay on to well, moves to much even if you go for the pick lightly could be redeisigned.",3,OK,"04 10, 2013",20
A3USVJXZXK7XRI,j flavors,"After buying this product, I have concluded that $8.00 is a lot of money for foam! Does the job, but I think the velcro job would be preferable to this one.",3,lot of money for foam,"10 30, 2013",31
A2053ZJUGCKUA5,LARRY,Excellent simple product. Fits all of my guitars and stays out the way while playing. Easily holds 2 picks at at time on each end. Has grooves on ends and one can slide it down so that at least 2 strings fit into the grooves.,5,Very Good Pick Holder,"03 6, 2013",45
A2D0F87RY5YMHN,Levis Ouellet,Since I bought these little gadgets everybody playing guitar around want them.I use to misplace my picks all the time when playing and now I do not have to look around for them any longer as I know where to find them.  I like to use different gage picks therefore.  I have ordered more for Christmas stocking stuffers whicdh will be enjoyed by my friends.,5,A great gadget add on to my guitars.,"12 3, 2012",65
AZE83O4F1IJPR,Matt,"It's a lot smaller than the picture makes it look, but that's a good thing. It serves it purpose and fits snugly between the strings on the headstock.",5,Handy.,"12 14, 2012",28
A10H2F00ZOT8S2,Mike C,"I'm using this right now on my acoustic and it does its job in respect to holding your picks. It was smaller then I would have pictured, but it still is a good product. It can hold light to heavy picks and its super easy to put it and take it off. Only problem I had was that it moves a lot when putting my pick back in. Besides that, its highly recommendable to anyone. I will definitely pick up more for my other axes.",4,Decent pick holder,"03 10, 2013",85
A2VCXIAWCPQ13P,Renbutsu,"Not too much to say, it's made out of foam, made to slip between the strings, made to hold two picks.  I have several of these, for acoustics and for electrics.  My son lost one before during a performance on stage so it is not that secure that it won't be dislodged, still, it does stay on majority of the time.  I do recommend this.  My son's guitar teacher calls this a ""fancy little pick holder"" and I've had people ask where to buy one when they see it for the first time.  One must also be careful, my son lost one of these so I know it is a possibility of it falling off.  He lost it after performing in a play on stage.Please click YES if my review have been helpful to you, it will encourage me to continue writing and updating my reviews, and leave a comment if you have any questions, I will be more than happy to answer if I can be of help.",4,It's a wedgie,"08 29, 2012",169
AXP7888CP2222,RTX,"I use this to hold my picks on my acoustic guitar. Got tired of losing picks in mid jam, digging through pockets, scavenging for another pick. Now it's right there.",4,It Works!,"02 29, 2012",30
AGDWVRFL81B4O,"tekHedd ""tekHedd""","I have been using these for months now with 5-string bass. I think these are even more useful for bassists than guitar, as I often find myself playing with fingers, then suddenly a ""pick song"" starts and... where's a pick? I usually have to offset it, and with the tuner placement I can only fit one pick, but I still find them indispensable. And no tape or other sticky stuff!There is also a model made specially for bass. [Updated] I now have the bass model on all of my basses. It is definitely better for thicker strings.The guitar model is now on my Gibson Explorer. I do love it, but the ""spreading strings"" on the headstock makes it less secure than is perfect. So, still highly recommended if your headstock has a ""straight through"" design, not so much if you have a jackson or other radically angled headstock. (They should make a Metal Edition for that. :) )",5,Back to order more,"06 25, 2011",158
A1T4HGVX32QIYC,Will Ramirez,"This thing does just what it was supposed to, i use it on my practice bass since i use any type of picks on that, and it does just what it is supposed to",4,Good Product,"05 17, 2013",34
A1TSW5IJ1LU0RP,wishbone73,"I was thinking it may affect the ability to tune properly, but it seems to have no affect at all. Super audiophile tone hounds might say it affects the resonance and sustain, but just take it off when recording. Very handy to have two picks with you at all times. It's great not to have to make a trip back to the mike stand to get a pick or having to attach something with sticky tape to the guitar's finish. Me likey!! Price can't be beat either!",5,Very cool,"06 18, 2013",87
ASJAKT8DJIAC5,"YetAnotherITGuy ""Chris""","I bought one of these to try on my Asher Junior lap steel guitar to hold two finger picks and a thumb pick. Worked, but it was difficult getting all three picks in one Wedgie so I ordered a second one. Between the two of them, between the 2nd/3rd and 4th/5th strings up next to the nut, works pretty good holding these types of picks (which admittedly, the Wedgie was not actually designed for). Liked it so much I ordered two more for my acoustic and electric guitar and one for my bass (the bass version). Only down side I see is -- they DO seem loose like they could fall out AND I doubt the picks will stay in place when I case my guitar (haven't tried it yet). But otherwise, worth the price and a good doo-dad to have around. Especially if you have a lap steel and need a place to stick your finger picks on the guitar itself (real help to me staying organized!).",4,great for my lap steel guitar!,"06 15, 2012",168
AN1RO6C6I78YO,"B. T. Corneto ""BeeTeeCee""","I've played string instruments for the better part of 55 years... Starting with a cheap Tijuana Wood box as a 5 year old, progressing to Martin 6 and 12 string Acoustic guitars, and a few electric Fender and Gibson units.... All good in their own respect.I decided to treat myself to a Les Paul for my 58th birthday but, not having the financial resources to buy a $3,000.00 git, I shopped and shopped... Finally settling on this Cherry Burst LP-100.It arrived in perfect condition, the slightly smooshed outer packaging notwithstanding. It was even ""sorta"" in tune... but a quick dial-in with the electronic tuner brought that right.Simply put, Nice guitar. After allowing the strings and neck to settle in together, I spent a few hours a week later adjusting string height, intonation, and pick-up distances, and now this LP *ROCKS* !!!If you're going to spend mid-range $$$ on a fine practice / performance guitar, you can't go wrong with this one, kids - Two Thumbs Up ![Suggestion: A Fender Mustang 1 or 2 amp makes this guitar sound even better...]",5,A Very Good Selection,"06 16, 2012",180
A3K96R872MUM3D,chris araza,"exactly the same as describe here, love the sound and easy to play. great price for excellent sound, highly recommend to everyone.",5,love it!,"06 3, 2014",22
A2U1Z3TZ4P76JB,C. Zemer,I bought this as a present for my daughter to learn guitar on. She absolutely loves it. Everyone that has played on it over the past few weeks loves it. You can't beat this for the price!!!,5,This guitar is beautiful!,"03 5, 2014",37
A20L3BCRCICRSQ,Jake,"This is a fine guitar, but it isn't amazing.  My particular instrument has some issues with the finish in a couple of places around the perimeter of the guitar - they look like black splotches underneath the sunburst paint and clear-coat.  There's one near the top strap post and another near the place where the pick-guard mounts to the underside of the body.  Neither would be apparent to someone who wasn't appraising the guitar, but they are there and don't look normal to me.  Maybe I got the first one off the line after they switched from black-painted models?  My guitar also has a weird V shape on the back of the neck where the wood grain doesn't match at all - I'm guessing that it's a joint that has been glued together.  I know that the better Les Paul guitars have a one-piece neck, and since I didn't read about this one having something different, I assumed it would be the same.  Glue is stronger than wood and Les Paul guitars have a tendency to break in that area, so I guess my guitar should be more durable than some. Still, it was a disappointing and unexpected discovery.  I'm not sure that seeing these finish issues before-hand would've dissuaded me from buying the same guitar, but upon reflection it would've been much smarter to visit a music store and examine the guitar before buying.My remaining issues with the instrument have more to do with the general design of all Les Paul guitars versus my particular instrument.  The guitar is too small for me to comfortably play it without a strap, even while sitting.  The top strap peg is angled up slightly, where guitars with horns have them angled down, which means that investing in the install of a straplock system of some kind is a good idea with a Les Paul - the pegs just don't stay in the strap holes as well as on some other guitars.  It's great that this guitar has all the knobs and switches that &#34;real&#34; Les Paul guitars do, but from a practical standpoint it is rather cumbersome to have separate volume and tone knobs for each pickup.  The range of adjustment on the saddles is pretty small, and I found it impossible to setup the guitar for coated .09 strings without additional hardware.The guitar sounds decent, it looks pretty great (although not quite as pretty as the pictured one), and due to its shorter scale length it is a tad easier to play than some other guitars.  Note: the shorter scale length is characteristic of Les Paul guitars, it doesn't indicate that this is less than a &#34;full-sized&#34; guitar.  Though this is a fine guitar for the price, I'm not sure that I would make the same choice if I were in the same position again.",3,My mistake for buying sight unseen.,"02 20, 2014",474
A3G5BIFX6VS1OP,jeff h,"I have been playing guitar for over 30 years. I've owned and played a variety of guitars in my lifetime. My wife bought this guitar for me as a gift. I cannot begin to tell you how much I love this guitar. It is a solid, well built guitar. The finish is beautiful. The pictures do it no justice. It sounds incredible. It has great tone and sustain, wonderful harmonics. The clean tones are nice and warm. The neck is fast. No fret noise or hums. The pickups are really nice. Its very versatile and you can play just about anything with it. From blues to hard rock & metal. I would perform live with this guitar in a heartbeat. You cannot find a better guitar for this price. I would have expected it to cost much more. I am extremely impressed with this great guitar. You can bet, when I add the next guitar to my collection, it will be another epiphone. Well done Epiphone!!",5,Fantastic guitar,"01 4, 2014",166
A31RULW0KNYJ5H,LA,"I had been learning on a Squier for about six months and really wanted a better guitar. After doing research, reading reviews, and checking it out in a guitar store, I chose this one.It's much easier to play than the Squier, and it has a better sound. Like the Squier (but not as bad), it gets a little buzzy on the top strings. I suspect it might need to be adjusted, but I don't have a clue as to how to go about it.It's also a good choice for women. I'm a small woman, and I really like that the neck is smaller. It's also fairly lightweight.Overall, I'm happy with my choice. A guitar tech told me it's the best guitar out there under $500. Maybe. I expect to be happy with it for a few years before I upgrade again.",4,Good for When You're Ready for Your Second Guitar,"01 16, 2013",141
AG5L0MYSPPWDC,Mano,"I bought it 3 years ago here at amazon and I couldn't be happier.  This was my first electric and after over a year of owning it, I got a way more expensive Fender Strat and I still prefer how this Epiphone feels; it is really lightweight, a lot more that even other Les Pauls and the distance between frets is smaller than the one in other guitars I have tried, this makes it VERY easy to play, it stays in tune and it looks really REALLY lovely.I like it so much, that I decided to add a pair of Slash's Alnico IIs on it, that cost more than the guitar itself, this only made it sound incredibly awesome and improve the sustain, good ol' crunchy-bluessy rock.Call me cheap if you want and I wouldn't care, this is one of those items that makes you wonder, how come there's others way more overpriced and just don't find a way to justify that a ""real"" Gibson Les Paul will sound $800 - $1000 better.It wasn't until recently (after 3 years - I estimate somewhere around 1000 hours of heavy use) that it started fretting and that's why I gave it only 4 stars; but what would you expect from a $200 guitar...?  I'm sure this can be easily fixed by any guitar tech and it will continue been the sweet-tone machine it has always been.  If you're learning, looking for a first electric or just want a ""practice"" axe that will not dissapoint you, just go ahead and buy it, don't give it a 2nd thought and do it.",4,First electric guitar,"03 20, 2014",268
A1SG6JGU7ISEH3,Nunya Bizness,"I have been playing guitar since I was 6 years old (over 3 decades) and I must say this was a very pleasant surprise.  I haven't had an electric in years, and didn't have the budget to get a Gibson, so picked up this Epi Les Paul 100 instead, along with a Fender Mustang I Amp.  Great combination.  This guitar has a very sloid feel, and came set-up perfectly right out of the box.  All it needed was tuning.  Unlike others, I didn't feel that the strings I got needed to be changed right away, but probably within the first two weeks you will want to change them.  Replaced mine with Ernie Ball ""Not Even Slinky's"" and couldn't be happier with the way this thing plays and sounds.  Great sustain, beautiful harmonics, the clean tones are warm, can get nice blues tones out of it, and superb thrash metal too.  Very versatile.  It does not quiet do country or jazz, but it wasn't really meant to.The action is extremely easy, fret board has a great feel to it, good width on the neck, not too slinder but not too thick.  It just feels good in your hands.The finish on this product is very nice.  One thing though, the pick guard is kind of a tan / cream off white color, not bright white as pictured, but it still looks great.Also, not mentioned in the description, but this does come with a 12 foot cord, but it's not the best quality.  Would recommend picking up a new one when you order.Overall, this is well worth the $500 that they list as the MSRP.  At less than half that its a steal.If you are considering this instrument, don't hesitate.",5,Quality guitar at a great price.,"01 19, 2012",287
AVDW3OAVWWE05,Skyeye,"Well, the Epiphone Les Paul came in earlier this morning!Am I impressed? U bet cha!This thing is simply beautiful! It arrived well padded in a double box. Initially, I spent a few minutes going over the whole guitar with a magnifier to see if I could spot any flaws. NONE! Not a finger print on it anywhere! This guitar is extremely well made and put together right. It was in tune out the box and the action is smooth as butter. The neck is slim (which is good for my thick hands) and the jumbo frets have no burrs or other abnormalities. I put a quarter under the 10th. fret and it's right on the &#34;money&#34;!It's considerably heaver than than I thought.  I would imagine it weighs about 10-14lbs. I have a strap ordered and on the way.The maple top is a work of art with a superior finish. All the metal hardware appears top quality as are the Duncan pickups. This Epiphone is a lot easier to play than any thing I ever had.  Your hand floats over the frets!I don't think you could get a better piece for the price point.",5,"Epiphone LP-100 Les Paul Electric Guitar, Vintage Sunburst","10 5, 2013",193
A2JZTK0WGJCMGN,SuperGlide,"This is one awesome guitar!  I also purchased the Fender Mustang I Amp, Epiphone custom case (fits like a glove) and Planet Waves Planet Lock Leather Guitar Strap (comfortable and very secure) which made for an UNBELIEVEABLE combination along with Rocksmith 2014.  I cannot imagine anyone being disappointed with this combination.  The only problem in my household is....who gets to play next.",5,Sweet Through and Through,"01 8, 2014",62
AMU3EIC4EOPX4,Sweed,"Waited two months before reviewing my les paul 100 to make sure there were no issues.  I am very happy with the guitar.  It came well padded and was in excellent shape.  It was set up well and has played well out of the box.  Just did my first string change making sure I used the same gauge of string and didn't have to make any adjustments to the guitar.  Played as well after the change as it did before.  Was a little nervous about an online purchase and not being able to play the guitar before buying but when you live out in the sticks and it's a major trip to get to a real guitar store you sometimes take your chances.  Anyway it all worked out as the guitar is very easy to play, free prime two day shipping, no sales tax, and saved about $80 in gas it would have taken to make a trip to buy one in a store.  The savings in gas and tax paid for about half of my new Mustang 2 v2 amplifier.The only thing is on the epiphone site it states all their electric guitars include a cable in the box.  This one did not and from reading their forum it seems it is almost a normal thing for cords to somehow disappear before reaching the customer.  It is not a big deal to me but I thought I'd mention it for those thinking of buying a epiphone.  When I ordered this one I wasn't really sure if a cable would be included or not so I ordered one at the same time, I'm glad I did.",5,very happy with my les paul,"08 19, 2013",276
ATL0URQ0KUKGZ,CRS71,"First off, the shipping was fantastic. It shipped the very next day and came VERY well protected in perfect condition. It is an extremely well made and solid product. I think a few people have given this Les Paul a rep of just being a ""Starter Guitar"". Trust me when I say, I have no problem leaving my Les Paul Standard at home and taking this one to a gig. It plays well and the sound?? INCREDIBLE. It even has a great acoustic sound to it when not plugged into an amp. I can't say enough good things about this guitar it's that good. If you're thinking aout buying this guitar, don't. Just buy it!! BUY IT!!",5,The best guitar I have ever owned!!,"06 8, 2012",117
